engine_model_id,manufacturer,model_name,engine_family,engine_type
1881,JACOBS,L-4MA7,,FAA_TYPE_1
1882,JACOBS,L-4MB,,FAA_TYPE_1
1883,JACOBS,L-5M,,FAA_TYPE_1
1884,JACOBS,L-5MB,,FAA_TYPE_1
1885,JACOBS,L-6M,,FAA_TYPE_1
1886,JACOBS,L-6MA,,FAA_TYPE_1
1887,JACOBS,L-6MB,,FAA_TYPE_1
1888,JACOBS,L3,,FAA_TYPE_1
1889,JACOBS,L4 /R755-7,,FAA_TYPE_1
1890,JACOBS,L5,,FAA_TYPE_1
1891,JACOBS,L6,,FAA_TYPE_1
1892,JACOBS,LA1,,FAA_TYPE_1
1893,JACOBS,R-755,,FAA_TYPE_1
1894,JACOBS,R-755-7,,FAA_TYPE_1
1895,JACOBS,R-755A1,,FAA_TYPE_1
1896,JACOBS,R-755A2,,FAA_TYPE_1
1897,JACOBS,R-755A2M,,FAA_TYPE_1
1898,JACOBS,R-755A2M1,,FAA_TYPE_1
1899,JACOBS,R-755B1,,FAA_TYPE_1
1900,JACOBS,R-755B2,,FAA_TYPE_1
1901,JACOBS,R-755B2M,,FAA_TYPE_1
1902,JACOBS,R-755E,,FAA_TYPE_1
1903,JACOBS,R-755S,,FAA_TYPE_1
1904,JACOBS,R-755SM,,FAA_TYPE_1
1905,JACOBS,R755A SERIES,,FAA_TYPE_1
1906,JACOBS,R755B SERIES,,FAA_TYPE_1
1907,JACOBS,R755E SERIES,,FAA_TYPE_1
1908,JB ENGINES,IOX-360-A1A9N,,FAA_TYPE_1
1909,JETCAT,C81,,FAA_TYPE_4
1910,JETCAT,MP-200,,FAA_TYPE_4
1911,JETCAT,SPH5,,FAA_TYPE_2
1912,JETCAT,SPT5,,FAA_TYPE_2
1913,KAWASAKI,ALL MDLS A/B,,FAA_TYPE_1
1914,KDE,10218XF-105,,FAA_TYPE_10
1915,KDE,7215XF,,FAA_TYPE_10
1916,KDE,8218XF,,FAA_TYPE_10
1917,KDE,HACKER,,FAA_TYPE_10
1918,KEIKHAFER,MK55,,FAA_TYPE_1
1919,KEN ROYCE,110 7DF,,FAA_TYPE_1
1920,KEN ROYCE,7 SERIES,,FAA_TYPE_1
1921,KEN ROYCE,7F,,FAA_TYPE_1
1922,KEN ROYCE,7G,,FAA_TYPE_1
1923,KEN ROYCE,85 5DF,,FAA_TYPE_1
1924,KEN ROYCE,85 5F,,FAA_TYPE_1
1925,KEN ROYCE,90 5F,,FAA_TYPE_1
1926,KEN ROYCE,90 5G,,FAA_TYPE_1
1927,KEN ROYCE,90-5 SERIES,,FAA_TYPE_1
1928,KINNER,B5 SERIES,,FAA_TYPE_1
1929,KINNER,K5 SERIES,,FAA_TYPE_1
1930,KINNER,R5 SERIES,,FAA_TYPE_1
1931,KLEINMOTOR,SOLO 2350 SER,,FAA_TYPE_7
1932,KLIMOV,RD-33,,FAA_TYPE_5
1933,KLIMOV,TB3-117BM,,FAA_TYPE_3
1934,KLIMOV,TV3-117VM,,FAA_TYPE_3
1935,KLIMOV,VK-1A,,FAA_TYPE_4
1936,KLIMOV,VK-1F,,FAA_TYPE_4
1937,KONIG,SC430,,FAA_TYPE_7
1938,KONIG,SD 570,,FAA_TYPE_7
1939,KONTRONIK,KORA 25-10,,FAA_TYPE_10
1940,LAMBERT,R266,,FAA_TYPE_1
1941,LAWRENCE,3 CYL,,FAA_TYPE_1
1942,LEBLOND,70 SERIES,,FAA_TYPE_1
1943,LEBLOND,85 SERIES,,FAA_TYPE_1
1944,LEBLOND,90 SERIES,,FAA_TYPE_1
1945,LENAPE,AR3-160,,FAA_TYPE_1
1946,LENAPE,LM5,,FAA_TYPE_1
1947,LERHONE,TYPE C,,FAA_TYPE_1
1948,LERHONE,TYPE J,,FAA_TYPE_1
1949,LIBERTY,V-12,,FAA_TYPE_1
1950,LIMBACH,1700E,,FAA_TYPE_1
1951,LIMBACH,L2000 EB 1.A,,FAA_TYPE_1
1952,LIMBACH,L2400,,FAA_TYPE_8
1953,LIMBACH,LIMBACH L2000,,FAA_TYPE_8
1954,LINCOLN,LIBERTY-12,,FAA_TYPE_1
1955,LOM,M132A,,FAA_TYPE_1
1956,LOM,M137A,,FAA_TYPE_1
1957,LOM,M332,,FAA_TYPE_1
1958,LOM,M332AK,,FAA_TYPE_1
1959,LYCOMING,(L)TO 360 SER,,FAA_TYPE_2
1960,LYCOMING,0-145A SERIES,,FAA_TYPE_1
1961,LYCOMING,0-145B SERIES,,FAA_TYPE_1
1962,LYCOMING,0-235 SERIES,,FAA_TYPE_8
1963,LYCOMING,0-290 SERIES,,FAA_TYPE_8
1964,LYCOMING,0-30-A1P,,FAA_TYPE_1
1965,LYCOMING,0-32-H2AD,,FAA_TYPE_1
1966,LYCOMING,0-320 SERIES,,FAA_TYPE_1
1967,LYCOMING,0-320-A2A,,FAA_TYPE_1
1968,LYCOMING,0-320-E2G,,FAA_TYPE_1
1969,LYCOMING,0-340 SERIES,,FAA_TYPE_1
1970,LYCOMING,0-350 SERIES,,FAA_TYPE_1
1971,LYCOMING,0-360 SERIES,,FAA_TYPE_1
1972,LYCOMING,0-360-A1D,,FAA_TYPE_1
1973,LYCOMING,0-360-C1A,,FAA_TYPE_1
1974,LYCOMING,0-360-C1F,,FAA_TYPE_1
1975,LYCOMING,0-360-C4F,,FAA_TYPE_1
1976,LYCOMING,0-360-E2D,,FAA_TYPE_1
1977,LYCOMING,0-435,,FAA_TYPE_1
1978,LYCOMING,0-435-25,,FAA_TYPE_1
1979,LYCOMING,0-435A/0-435C,,FAA_TYPE_1
1980,LYCOMING,0-435A2-KSER,,FAA_TYPE_1
1981,LYCOMING,0-435B,,FAA_TYPE_1
1982,LYCOMING,0-540 SERIES,,FAA_TYPE_1
1983,LYCOMING,0-540-JIA5D,,FAA_TYPE_1
1984,LYCOMING,0-540F1 SERIE,,FAA_TYPE_1
1985,LYCOMING,0-550-J3A5D,,FAA_TYPE_1
1986,LYCOMING,0320-E3D,,FAA_TYPE_8
1987,LYCOMING,0360-A1A,,FAA_TYPE_1
1988,LYCOMING,11A,,FAA_TYPE_3
1989,LYCOMING,125,,FAA_TYPE_1
1990,LYCOMING,340 SERIES,,FAA_TYPE_8
1991,LYCOMING,AEIO-320 SER,,FAA_TYPE_1
1992,LYCOMING,AEIO-320-D1B,,FAA_TYPE_1
1993,LYCOMING,AEIO-320-D2B,,FAA_TYPE_1
1994,LYCOMING,AEIO-320-E1A,,FAA_TYPE_1
1995,LYCOMING,AEIO-320-E1B,,FAA_TYPE_1
1996,LYCOMING,AEIO-320-E2A,,FAA_TYPE_1
1997,LYCOMING,AEIO-320-E2B,,FAA_TYPE_1
1998,LYCOMING,AEIO-360 SER,,FAA_TYPE_1
1999,LYCOMING,AEIO-360-A1A,,FAA_TYPE_1
2000,LYCOMING,AEIO-360-A1B,,FAA_TYPE_1
2001,LYCOMING,AEIO-360-A1B6,,FAA_TYPE_1
2002,LYCOMING,AEIO-360-A1C,,FAA_TYPE_1
2003,LYCOMING,AEIO-360-A1D,,FAA_TYPE_1
2004,LYCOMING,AEIO-360-A1E,,FAA_TYPE_1
2005,LYCOMING,AEIO-360-A1E6,,FAA_TYPE_1
2006,LYCOMING,AEIO-360-A2A,,FAA_TYPE_1
2007,LYCOMING,AEIO-360-A2B,,FAA_TYPE_1
2008,LYCOMING,AEIO-360-A2C,,FAA_TYPE_1
2009,LYCOMING,AEIO-360-B1B,,FAA_TYPE_1
2010,LYCOMING,AEIO-360-B1D,,FAA_TYPE_1
2011,LYCOMING,AEIO-360-B1F,,FAA_TYPE_1
2012,LYCOMING,AEIO-360-B1F6,,FAA_TYPE_1
2013,LYCOMING,AEIO-360-B1G6,,FAA_TYPE_1
2014,LYCOMING,AEIO-360-B1H,,FAA_TYPE_1
2015,LYCOMING,AEIO-360-B2F,,FAA_TYPE_1
2016,LYCOMING,AEIO-360-B2F6,,FAA_TYPE_1
2017,LYCOMING,AEIO-360-B4A,,FAA_TYPE_1
2018,LYCOMING,AEIO-360-H1A,,FAA_TYPE_1
2019,LYCOMING,AEIO-360-H1B,,FAA_TYPE_1
2020,LYCOMING,AEIO-390-A1B6,,FAA_TYPE_1
2021,LYCOMING,AEIO-390-X,,FAA_TYPE_1
2022,LYCOMING,AEIO-540 SER,,FAA_TYPE_1
2023,LYCOMING,AEIO-540-D4A5,,FAA_TYPE_1
2024,LYCOMING,AEIO-540-D4B5,,FAA_TYPE_1
2025,LYCOMING,AEIO-540-D4C5,,FAA_TYPE_1
2026,LYCOMING,AEIO-540-D4D5,,FAA_TYPE_1
2027,LYCOMING,AEIO-540-K1H5,,FAA_TYPE_1
2028,LYCOMING,AEIO-540-L1B5,,FAA_TYPE_1
2029,LYCOMING,AEIO-540-L1D5,,FAA_TYPE_1
2030,LYCOMING,AEIO-580-B1A,,FAA_TYPE_1
2031,LYCOMING,AEIO-580-X,,FAA_TYPE_1
2032,LYCOMING,AEIO540-L1B5D,,FAA_TYPE_1
2033,LYCOMING,AEO-540-FBAE,,FAA_TYPE_1
2034,LYCOMING,AIO-320-A1A,,FAA_TYPE_1
2035,LYCOMING,AIO-320-A1B,,FAA_TYPE_1
2036,LYCOMING,AIO-320-A2A,,FAA_TYPE_1
2037,LYCOMING,AIO-320-A2B,,FAA_TYPE_1
2038,LYCOMING,AIO-320-B1B,,FAA_TYPE_1
2039,LYCOMING,AIO-320-C1B,,FAA_TYPE_1
2040,LYCOMING,AIO-360-A1B,,FAA_TYPE_1
2041,LYCOMING,AIO-360-A2A,,FAA_TYPE_1
2042,LYCOMING,AIO-360-B1B,,FAA_TYPE_1
2043,LYCOMING,AL503 SER,,FAA_TYPE_4
2044,LYCOMING,AL5512,,FAA_TYPE_3
2045,LYCOMING,ALF-502 SER.,,FAA_TYPE_4
2046,LYCOMING,ALF502L,,FAA_TYPE_5
2047,LYCOMING,ALF502L-2,,FAA_TYPE_5
2048,LYCOMING,ALF502L-2A,,FAA_TYPE_5
2049,LYCOMING,ALF502L-2C,,FAA_TYPE_5
2050,LYCOMING,ALF502L-3,,FAA_TYPE_5
2051,LYCOMING,ALF502R-3,,FAA_TYPE_5
2052,LYCOMING,ALF502R-3A,,FAA_TYPE_5
2053,LYCOMING,ALF502R-4,,FAA_TYPE_5
2054,LYCOMING,ALF502R-5,,FAA_TYPE_5
2055,LYCOMING,ALF502R-6,,FAA_TYPE_5
2056,LYCOMING,ALF507-1F,,FAA_TYPE_5
2057,LYCOMING,ALF507-1H,,FAA_TYPE_5
2058,LYCOMING,CC363I,,FAA_TYPE_1
2059,LYCOMING,GO-145-C2,,FAA_TYPE_1
2060,LYCOMING,GO-145-C3,,FAA_TYPE_1
2061,LYCOMING,GO-435,,FAA_TYPE_1
2062,LYCOMING,GO-435-C2,,FAA_TYPE_1
2063,LYCOMING,GO-435-C2A,,FAA_TYPE_1
2064,LYCOMING,GO-435-C2A2,,FAA_TYPE_1
2065,LYCOMING,GO-435-C2B,,FAA_TYPE_1
2066,LYCOMING,GO-435-C2B1,,FAA_TYPE_1
2067,LYCOMING,GO-435-C2B2,,FAA_TYPE_1
2068,LYCOMING,GO-435-C2C,,FAA_TYPE_1
2069,LYCOMING,GO-435-C2D,,FAA_TYPE_1
2070,LYCOMING,GO-435-C2E,,FAA_TYPE_1
2071,LYCOMING,GO-435-D1,,FAA_TYPE_1
2072,LYCOMING,GO-435C&D SER,,FAA_TYPE_1
2073,LYCOMING,GO-480 SERIES,,FAA_TYPE_1
2074,LYCOMING,GO-480-A1A,,FAA_TYPE_1
2075,LYCOMING,GO-480-B,,FAA_TYPE_1
2076,LYCOMING,GO-480-B1A6,,FAA_TYPE_1
2077,LYCOMING,GO-480-B1B,,FAA_TYPE_1
2078,LYCOMING,GO-480-B1C,,FAA_TYPE_1
2079,LYCOMING,GO-480-B1D,,FAA_TYPE_1
2080,LYCOMING,GO-480-C1B6,,FAA_TYPE_1
2081,LYCOMING,GO-480-C1D6,,FAA_TYPE_1
2082,LYCOMING,GO-480-C2C6,,FAA_TYPE_1
2083,LYCOMING,GO-480-C2D6,,FAA_TYPE_1
2084,LYCOMING,GO-480-C2E6,,FAA_TYPE_1
2085,LYCOMING,GO-480-C3A6,,FAA_TYPE_1
2086,LYCOMING,GO-480-D1A,,FAA_TYPE_1
2087,LYCOMING,GO-480-E1A6,,FAA_TYPE_1
2088,LYCOMING,GO-480-F1A6,,FAA_TYPE_1
2089,LYCOMING,GO-480-F2A6,,FAA_TYPE_1
2090,LYCOMING,GO-480-F2D6,,FAA_TYPE_1
2091,LYCOMING,GO-480-F3A6,,FAA_TYPE_1
2092,LYCOMING,GO-480-F3B6,,FAA_TYPE_1
2093,LYCOMING,GO-480-F4A6,,FAA_TYPE_1
2094,LYCOMING,GO-480-F4B6,,FAA_TYPE_1
2095,LYCOMING,GO-480-F6,,FAA_TYPE_1
2096,LYCOMING,GO-480-G1A6,,FAA_TYPE_1
2097,LYCOMING,GO-480-G1B6,,FAA_TYPE_1
2098,LYCOMING,GO-480-G1D6,,FAA_TYPE_1
2099,LYCOMING,GO-480-G1H6,,FAA_TYPE_1
2100,LYCOMING,GO-480-G1J6,,FAA_TYPE_1
2101,LYCOMING,GO-480-G2D6,,FAA_TYPE_1
2102,LYCOMING,GO-480-G2F6,,FAA_TYPE_1
2103,LYCOMING,GSO&IGSO-480,,FAA_TYPE_1
2104,LYCOMING,GSO-435 SERIE,,FAA_TYPE_1
2105,LYCOMING,GSO-435-B,,FAA_TYPE_1
2106,LYCOMING,GSO-435-B2,,FAA_TYPE_1
2107,LYCOMING,GSO-480-A1A6,,FAA_TYPE_1
2108,LYCOMING,GSO-480-A1C6,,FAA_TYPE_1
2109,LYCOMING,GSO-480-A2A6,,FAA_TYPE_1
2110,LYCOMING,GSO-480-B1B3,,FAA_TYPE_1
2111,LYCOMING,GSO-480-B1B6,,FAA_TYPE_1
2112,LYCOMING,GSO-480-B1C6,,FAA_TYPE_1
2113,LYCOMING,GSO-480-B1E6,,FAA_TYPE_1
2114,LYCOMING,GSO-480-B1F6,,FAA_TYPE_1
2115,LYCOMING,GSO-480-B1G6,,FAA_TYPE_1
2116,LYCOMING,GSO-480-B1J6,,FAA_TYPE_1
2117,LYCOMING,GSO-480-B2C6,,FAA_TYPE_1
2118,LYCOMING,GSO-480-B2D6,,FAA_TYPE_1
2119,LYCOMING,GSO-480-B2G6,,FAA_TYPE_1
2120,LYCOMING,GSO-480-B2H6,,FAA_TYPE_1
2121,LYCOMING,GSO-580,,FAA_TYPE_1
2122,LYCOMING,GSO-580 SER,,FAA_TYPE_1
2123,LYCOMING,GSO-580-B,,FAA_TYPE_1
2124,LYCOMING,GSO-580-C,,FAA_TYPE_1
2125,LYCOMING,GSO-580-D,,FAA_TYPE_1
2126,LYCOMING,GSO-B1A6,,FAA_TYPE_1
2127,LYCOMING,H2B5D,,FAA_TYPE_1
2128,LYCOMING,HI0-360 SER,,FAA_TYPE_3
2129,LYCOMING,HIO-360 SER,,FAA_TYPE_1
2130,LYCOMING,HIO-360-A1A,,FAA_TYPE_1
2131,LYCOMING,HIO-360-A1B,,FAA_TYPE_1
2132,LYCOMING,HIO-360-B1A,,FAA_TYPE_1
2133,LYCOMING,HIO-360-B1B,,FAA_TYPE_1
2134,LYCOMING,HIO-360-C1A,,FAA_TYPE_1
2135,LYCOMING,HIO-360-C1B,,FAA_TYPE_1
2136,LYCOMING,HIO-360-D1A,,FAA_TYPE_1
2137,LYCOMING,HIO-360-E1AD,,FAA_TYPE_1
2138,LYCOMING,HIO-360-E1BD,,FAA_TYPE_1
2139,LYCOMING,HIO-360-F1AD,,FAA_TYPE_1
2140,LYCOMING,HIO-360-G1A,,FAA_TYPE_1
2141,LYCOMING,HIO-390-X252,,FAA_TYPE_1
2142,LYCOMING,HIO-540-A1A,,FAA_TYPE_1
2143,LYCOMING,HO-360,,FAA_TYPE_1
2144,LYCOMING,HO-360-A1A,,FAA_TYPE_1
2145,LYCOMING,HO-360-B1A,,FAA_TYPE_1
2146,LYCOMING,HO-360-B1B,,FAA_TYPE_1
2147,LYCOMING,HO-360-C1A,,FAA_TYPE_1
2148,LYCOMING,I0-360 SER,,FAA_TYPE_3
2149,LYCOMING,I0-360-B1E,,FAA_TYPE_1
2150,LYCOMING,I0-360-ES,,FAA_TYPE_1
2151,LYCOMING,I0360 SER,,FAA_TYPE_1
2152,LYCOMING,I0360 SER A&C,,FAA_TYPE_1
2153,LYCOMING,IGO-480,,FAA_TYPE_1
2154,LYCOMING,IGO-480-A1A6,,FAA_TYPE_1
2155,LYCOMING,IGO-480-A1B6,,FAA_TYPE_1
2156,LYCOMING,IGO-540-A1A,,FAA_TYPE_1
2157,LYCOMING,IGO-540-A1B,,FAA_TYPE_1
2158,LYCOMING,IGO-540-A1C,,FAA_TYPE_1
2159,LYCOMING,IGO-540-B1A,,FAA_TYPE_1
2160,LYCOMING,IGO-540-B1B,,FAA_TYPE_1
2161,LYCOMING,IGO-540-B1C,,FAA_TYPE_1
2162,LYCOMING,IGS0-540-A1A,,FAA_TYPE_1
2163,LYCOMING,IGS0-540-A1C,,FAA_TYPE_1
2164,LYCOMING,IGS0-540-A1D,,FAA_TYPE_1
2165,LYCOMING,IGS0-540-A1E,,FAA_TYPE_1
2166,LYCOMING,IGS0-540-A1F,,FAA_TYPE_1
2167,LYCOMING,IGS0-540-A1H,,FAA_TYPE_1
2168,LYCOMING,IGS0-540-B1A,,FAA_TYPE_1
2169,LYCOMING,IGS0-540-B1C,,FAA_TYPE_1
2170,LYCOMING,IGSO-480-A1A6,,FAA_TYPE_1
2171,LYCOMING,IGSO-480-A1B6,,FAA_TYPE_1
2172,LYCOMING,IGSO-480-A1C6,,FAA_TYPE_1
2173,LYCOMING,IGSO-480-A1D6,,FAA_TYPE_1
2174,LYCOMING,IGSO-480-A1E6,,FAA_TYPE_1
2175,LYCOMING,IGSO-480-A1F3,,FAA_TYPE_1
2176,LYCOMING,IGSO-480-A1F6,,FAA_TYPE_1
2177,LYCOMING,IGSO-480-A1G6,,FAA_TYPE_1
2178,LYCOMING,IGSO-540-B1A,,FAA_TYPE_1
2179,LYCOMING,IO 540 SER,,FAA_TYPE_1
2180,LYCOMING,IO-233 SERIES,,FAA_TYPE_1
2181,LYCOMING,IO-320 B2B,,FAA_TYPE_1
2182,LYCOMING,IO-320 SERIES,,FAA_TYPE_1
2183,LYCOMING,IO-320-A1A,,FAA_TYPE_1
2184,LYCOMING,IO-320-A2A,,FAA_TYPE_1
2185,LYCOMING,IO-320-B1A,,FAA_TYPE_1
2186,LYCOMING,IO-320-B1B,,FAA_TYPE_1
2187,LYCOMING,IO-320-B1C,,FAA_TYPE_1
2188,LYCOMING,IO-320-B1E,,FAA_TYPE_1
2189,LYCOMING,IO-320-B2A,,FAA_TYPE_1
2190,LYCOMING,IO-320-C1A,,FAA_TYPE_1
2191,LYCOMING,IO-320-C1B,,FAA_TYPE_1
2192,LYCOMING,IO-320-D1A,,FAA_TYPE_1
2193,LYCOMING,IO-320-D1B,,FAA_TYPE_1
2194,LYCOMING,IO-320-D1C,,FAA_TYPE_1
2195,LYCOMING,IO-320-E1A,,FAA_TYPE_1
2196,LYCOMING,IO-320-E1B,,FAA_TYPE_1
2197,LYCOMING,IO-320-E2A,,FAA_TYPE_1
2198,LYCOMING,IO-320-E2B,,FAA_TYPE_1
2199,LYCOMING,IO-320-F1A,,FAA_TYPE_1
2200,LYCOMING,IO-340 EXP SE,,FAA_TYPE_1
2201,LYCOMING,IO-360 SERIES,,FAA_TYPE_1
2202,LYCOMING,IO-360-A1A,,FAA_TYPE_1
2203,LYCOMING,IO-360-A1B,,FAA_TYPE_1
2204,LYCOMING,IO-360-A1B6,,FAA_TYPE_1
2205,LYCOMING,IO-360-A1B6D,,FAA_TYPE_1
2206,LYCOMING,IO-360-A1C,,FAA_TYPE_1
2207,LYCOMING,IO-360-A1D,,FAA_TYPE_1
2208,LYCOMING,IO-360-A1D6,,FAA_TYPE_1
2209,LYCOMING,IO-360-A1D6D,,FAA_TYPE_1
2210,LYCOMING,IO-360-A1H1S,,FAA_TYPE_1
2211,LYCOMING,IO-360-A2A,,FAA_TYPE_1
2212,LYCOMING,IO-360-A2B,,FAA_TYPE_1
2213,LYCOMING,IO-360-A2C,,FAA_TYPE_1
2214,LYCOMING,IO-360-A3B6,,FAA_TYPE_1
2215,LYCOMING,IO-360-A3B6D,,FAA_TYPE_1
2216,LYCOMING,IO-360-A3D6D,,FAA_TYPE_1
2217,LYCOMING,IO-360-B1A,,FAA_TYPE_1
2218,LYCOMING,IO-360-B1B,,FAA_TYPE_1
2219,LYCOMING,IO-360-B1C,,FAA_TYPE_1
2220,LYCOMING,IO-360-B1D,,FAA_TYPE_1
2221,LYCOMING,IO-360-B1E,,FAA_TYPE_1
2222,LYCOMING,IO-360-B1F,,FAA_TYPE_1
2223,LYCOMING,IO-360-B1F6,,FAA_TYPE_1
2224,LYCOMING,IO-360-B1G6,,FAA_TYPE_1
2225,LYCOMING,IO-360-B2B,,FAA_TYPE_1
2226,LYCOMING,IO-360-B2E,,FAA_TYPE_1
2227,LYCOMING,IO-360-B2F,,FAA_TYPE_1
2228,LYCOMING,IO-360-B2F6,,FAA_TYPE_1
2229,LYCOMING,IO-360-B4A,,FAA_TYPE_1
2230,LYCOMING,IO-360-C1A,,FAA_TYPE_1
2231,LYCOMING,IO-360-C1B,,FAA_TYPE_1
2232,LYCOMING,IO-360-C1C,,FAA_TYPE_1
2233,LYCOMING,IO-360-C1C6,,FAA_TYPE_1
2234,LYCOMING,IO-360-C1D6,,FAA_TYPE_1
2235,LYCOMING,IO-360-C1E6,,FAA_TYPE_1
2236,LYCOMING,IO-360-C1E6D,,FAA_TYPE_1
2237,LYCOMING,IO-360-C1F,,FAA_TYPE_1
2238,LYCOMING,IO-360-C1G6,,FAA_TYPE_1
2239,LYCOMING,IO-360-D1A,,FAA_TYPE_1
2240,LYCOMING,IO-360-E1A,,FAA_TYPE_1
2241,LYCOMING,IO-360-F1A,,FAA_TYPE_1
2242,LYCOMING,IO-360-J1A6D,,FAA_TYPE_1
2243,LYCOMING,IO-360-J1AD,,FAA_TYPE_1
2244,LYCOMING,IO-360-K2A,,FAA_TYPE_1
2245,LYCOMING,IO-360-L2A,,FAA_TYPE_1
2246,LYCOMING,IO-360-M1A,,FAA_TYPE_8
2247,LYCOMING,IO-360-M1A+,,FAA_TYPE_1
2248,LYCOMING,IO-360-M1B,,FAA_TYPE_1
2249,LYCOMING,IO-360-M1S,,FAA_TYPE_1
2250,LYCOMING,IO-360-M2,,FAA_TYPE_1
2251,LYCOMING,IO-360A,,FAA_TYPE_1
2252,LYCOMING,IO-375,,FAA_TYPE_1
2253,LYCOMING,IO-375-M1S,,FAA_TYPE_1
2254,LYCOMING,IO-390 SER,,FAA_TYPE_1
2255,LYCOMING,IO-390-A1A6,,FAA_TYPE_1
2256,LYCOMING,IO-390-A1B6,,FAA_TYPE_1
2257,LYCOMING,IO-390-A3A6,,FAA_TYPE_1
2258,LYCOMING,IO-390-C SERI,,FAA_TYPE_1
2259,LYCOMING,IO-390-C3B6,,FAA_TYPE_1
2260,LYCOMING,IO-390-D3B6,,FAA_TYPE_1
2261,LYCOMING,IO-520 SER,,FAA_TYPE_1
2262,LYCOMING,IO-540 SER,,FAA_TYPE_1
2263,LYCOMING,IO-540-A1A5,,FAA_TYPE_1
2264,LYCOMING,IO-540-AA1A5,,FAA_TYPE_1
2265,LYCOMING,IO-540-AA1B5,,FAA_TYPE_1
2266,LYCOMING,IO-540-AB1A5,,FAA_TYPE_1
2267,LYCOMING,IO-540-AC1A5,,FAA_TYPE_1
2268,LYCOMING,IO-540-AE1A5,,FAA_TYPE_1
2269,LYCOMING,IO-540-B1A5,,FAA_TYPE_1
2270,LYCOMING,IO-540-B1B5,,FAA_TYPE_1
2271,LYCOMING,IO-540-B1C5,,FAA_TYPE_1
2272,LYCOMING,IO-540-C1B5,,FAA_TYPE_1
2273,LYCOMING,IO-540-C1C5,,FAA_TYPE_1
2274,LYCOMING,IO-540-C2C,,FAA_TYPE_1
2275,LYCOMING,IO-540-C4B5,,FAA_TYPE_1
2276,LYCOMING,IO-540-C4B5D,,FAA_TYPE_1
2277,LYCOMING,IO-540-C4C5,,FAA_TYPE_1
2278,LYCOMING,IO-540-C4D5,,FAA_TYPE_1
2279,LYCOMING,IO-540-C4D5D,,FAA_TYPE_1
2280,LYCOMING,IO-540-D4A5,,FAA_TYPE_1
2281,LYCOMING,IO-540-D4B5,,FAA_TYPE_1
2282,LYCOMING,IO-540-D4C5,,FAA_TYPE_1
2283,LYCOMING,IO-540-E1A5,,FAA_TYPE_1
2284,LYCOMING,IO-540-E1B5,,FAA_TYPE_1
2285,LYCOMING,IO-540-E1C5,,FAA_TYPE_1
2286,LYCOMING,IO-540-E4B5,,FAA_TYPE_1
2287,LYCOMING,IO-540-EXP,,FAA_TYPE_1
2288,LYCOMING,IO-540-G1A5,,FAA_TYPE_1
2289,LYCOMING,IO-540-G1B5,,FAA_TYPE_1
2290,LYCOMING,IO-540-G1C5,,FAA_TYPE_1
2291,LYCOMING,IO-540-G1D5,,FAA_TYPE_1
2292,LYCOMING,IO-540-G1E5,,FAA_TYPE_1
2293,LYCOMING,IO-540-G1F5,,FAA_TYPE_1
2294,LYCOMING,IO-540-J4A5,,FAA_TYPE_1
2295,LYCOMING,IO-540-K1A5,,FAA_TYPE_1
2296,LYCOMING,IO-540-K1A5D,,FAA_TYPE_1
2297,LYCOMING,IO-540-K1B5,,FAA_TYPE_1_2
2298,LYCOMING,IO-540-K1B5D,,FAA_TYPE_1
2299,LYCOMING,IO-540-K1C5,,FAA_TYPE_1
2300,LYCOMING,IO-540-K1D5,,FAA_TYPE_1
2301,LYCOMING,IO-540-K1E5,,FAA_TYPE_1
2302,LYCOMING,IO-540-K1E5D,,FAA_TYPE_1
2303,LYCOMING,IO-540-K1F5,,FAA_TYPE_1
2304,LYCOMING,IO-540-K1F5D,,FAA_TYPE_1
2305,LYCOMING,IO-540-K1G5,,FAA_TYPE_1
2306,LYCOMING,IO-540-K1G5D,,FAA_TYPE_1
2307,LYCOMING,IO-540-K1H5,,FAA_TYPE_1
2308,LYCOMING,IO-540-K1J5,,FAA_TYPE_1
2309,LYCOMING,IO-540-K1K5,,FAA_TYPE_1
2310,LYCOMING,IO-540-K2A5,,FAA_TYPE_1
2311,LYCOMING,IO-540-L1A5,,FAA_TYPE_1
2312,LYCOMING,IO-540-L1A5D,,FAA_TYPE_1
2313,LYCOMING,IO-540-L1B5D,,FAA_TYPE_1
2314,LYCOMING,IO-540-L1C5,,FAA_TYPE_1
2315,LYCOMING,IO-540-M1A5,,FAA_TYPE_1
2316,LYCOMING,IO-540-M1A5D,,FAA_TYPE_1
2317,LYCOMING,IO-540-M1B5D,,FAA_TYPE_1
2318,LYCOMING,IO-540-M1C5,,FAA_TYPE_1
2319,LYCOMING,IO-540-M2A5D,,FAA_TYPE_1
2320,LYCOMING,IO-540-N1A5,,FAA_TYPE_1
2321,LYCOMING,IO-540-P1A5,,FAA_TYPE_1
2322,LYCOMING,IO-540-R1A5,,FAA_TYPE_1
2323,LYCOMING,IO-540-S1A5,,FAA_TYPE_1
2324,LYCOMING,IO-540-T4A5D,,FAA_TYPE_1
2325,LYCOMING,IO-540-T4B5,,FAA_TYPE_1
2326,LYCOMING,IO-540-T4C5D,,FAA_TYPE_1
2327,LYCOMING,IO-540-U1A5D,,FAA_TYPE_1
2328,LYCOMING,IO-540-U1B5D,,FAA_TYPE_1
2329,LYCOMING,IO-540-V4A5D,,FAA_TYPE_1
2330,LYCOMING,IO-540-W1A5,,FAA_TYPE_1
2331,LYCOMING,IO-540-W1A5D,,FAA_TYPE_1
